seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	33462569	33462703	135	*	X13817	91442	33463148	33467960	4813	+	444	upstream	444	FAAP24
chr19	33462569	33462703	135	*	X13817	84902	33369904	33462869	92966	-	0	inside	165	CEP89
chr19	33555356	33555704	349	*	X13819	85415	33469498	33555824	86327	-	0	inside	119	RHPN2
chr19	33555780	33555884	105	*	X13820	85415	33469498	33555824	86327	-	0	overlapStart	0	RHPN2
chr19	33571684	33571848	165	*	X13821	55094	33571786	33621318	49533	+	0	overlapStart	0	GPATCH1
chr19	33685033	33685122	90	*	X13824	4037	33685599	33699773	14175	+	476	upstream	476	LRP3
chr19	33716730	33716864	135	*	X13827	56301	33699570	33716756	17187	-	0	overlapStart	0	SLC7A10
chr19	33717298	33717372	75	*	X13828	56301	33699570	33716756	17187	-	541	upstream	541	SLC7A10
chr19	33717898	33718182	285	*	X13829	56301	33699570	33716756	17187	-	1141	upstream	1141	SLC7A10
chr19	34012703	34012942	240	*	X13831	5184	33877855	34012799	134945	-	0	overlapStart	0	PEPD
chr19	34113137	34113256	120	*	X13832	64377	34112861	34264414	151554	+	0	inside	275	CHST8
chr19	34286832	34286944	113	*	X13835	79047	34287751	34306666	18916	+	806	upstream	806	KCTD15
chr19	34287552	34287716	165	*	X13836	79047	34287751	34306666	18916	+	34	upstream	34	KCTD15
chr19	34287742	34287786	45	*	X13837	79047	34287751	34306666	18916	+	0	overlapStart	0	KCTD15
chr19	34745150	34745254	105	*	X13844	9710	34745456	34846471	101016	+	201	upstream	201	GARRE1
chr19	34745543	34745617	75	*	X13845	9710	34745456	34846471	101016	+	0	inside	86	GARRE1
chr19	34919516	34919725	210	*	X13851	10054	34919268	34960798	41531	+	0	inside	247	UBA2
chr19	34972274	34972408	135	*	X13852	126374	34972880	34992085	19206	+	471	upstream	471	WTIP
chr19	35224070	35224174	105	*	X13855	339318	35225480	35233774	8295	+	1305	upstream	1305	ZNF181
chr19	35454826	35454930	105	*	X13857	126375	35447258	35454953	7696	-	0	inside	22	ZNF792
chr19	35455509	35455578	70	*	X13858	126375	35447258	35454953	7696	-	555	upstream	555	ZNF792
chr19	35520649	35520738	90	*	X13868	6324	35521592	35531353	9762	+	853	upstream	853	SCN1B
chr19	35520867	35520956	90	*	X13869	6324	35521592	35531353	9762	+	635	upstream	635	SCN1B
chr19	35521114	35521218	105	*	X13870	6324	35521592	35531353	9762	+	373	upstream	373	SCN1B
chr19	35521227	35521331	105	*	X13871	6324	35521592	35531353	9762	+	260	upstream	260	SCN1B
chr19	35605780	35605899	120	*	X13875	5349	35606732	35615228	8497	+	832	upstream	832	FXYD3
chr19	35605960	35606086	127	*	X13876	5349	35606732	35615228	8497	+	645	upstream	645	FXYD3
chr19	35633715	35633930	216	*	X13877	53822	35634154	35645205	11052	+	223	upstream	223	FXYD7
chr19	35633715	35633930	216	*	X13877	163175	35615417	35633355	17939	-	359	upstream	359	LGI4
chr19	35634030	35634170	141	*	X13878	53822	35634154	35645205	11052	+	0	overlapStart	0	FXYD7
chr19	35634030	35634170	141	*	X13878	163175	35615417	35633355	17939	-	674	upstream	674	LGI4
chr19	35644737	35645126	390	*	X13879	53827	35645625	35660788	15164	+	498	upstream	498	FXYD5
chr19	35645217	35645696	480	*	X13880	53827	35645625	35660788	15164	+	0	overlapStart	0	FXYD5
chr19	35645712	35645861	150	*	X13881	53827	35645625	35660788	15164	+	0	inside	86	FXYD5
chr19	35739338	35739442	105	*	X13882	51599	35739559	35758867	19309	+	116	upstream	116	LSR
chr19	35739562	35739636	75	*	X13883	51599	35739559	35758867	19309	+	0	inside	2	LSR
chr19	35758907	35759266	360	*	X13886	7392	35759896	35770718	10823	+	629	upstream	629	USF2
chr19	35759637	35759911	275	*	X13887	7392	35759896	35770718	10823	+	0	overlapStart	0	USF2
chr19	35759957	35760016	60	*	X13888	7392	35759896	35770718	10823	+	0	inside	60	USF2
chr19	36103735	36103869	135	*	X13896	23354	36103646	36116251	12606	+	0	inside	88	HAUS5
chr19	36119011	36119064	54	*	X13898	79171	36119980	36128587	8608	+	915	upstream	915	RBM42
chr19	36207027	36207101	75	*	X13905	9757	36208921	36229779	20859	+	1819	upstream	1819	KMT2B
chr19	36207898	36208017	120	*	X13906	9757	36208921	36229779	20859	+	903	upstream	903	KMT2B
chr19	36235418	36235552	135	*	X13911	55851	36236494	36243734	7241	+	941	upstream	941	PSENEN
chr19	36235583	36235747	165	*	X13912	55851	36236494	36243734	7241	+	746	upstream	746	PSENEN
chr19	36236098	36236232	135	*	X13913	55851	36236494	36243734	7241	+	261	upstream	261	PSENEN
chr19	36236098	36236232	135	*	X13913	199746	36233428	36236336	2909	-	0	inside	103	U2AF1L4
chr19	36236098	36236232	135	*	X13913	79713	36230151	36236336	6186	-	0	inside	103	IGFLR1
chr19	36237458	36237562	105	*	X13914	199746	36233428	36236336	2909	-	1121	upstream	1121	U2AF1L4
chr19	36237458	36237562	105	*	X13914	79713	36230151	36236336	6186	-	1121	upstream	1121	IGFLR1
chr19	36237458	36237562	105	*	X13914	55957	36239262	36245420	6159	+	1699	upstream	1699	LIN37
chr19	36248443	36248532	90	*	X13915	148137	36249044	36260077	11034	+	511	upstream	511	PROSER3
chr19	36248443	36248532	90	*	X13915	126393	36245467	36247930	2464	-	512	upstream	512	HSPB6
chr19	36248593	36248727	135	*	X13916	148137	36249044	36260077	11034	+	316	upstream	316	PROSER3
chr19	36248593	36248727	135	*	X13916	126393	36245467	36247930	2464	-	662	upstream	662	HSPB6
chr19	36266240	36266434	195	*	X13917	115703	36266417	36279724	13308	+	0	overlapStart	0	ARHGAP33
chr19	36266541	36266765	225	*	X13918	115703	36266417	36279724	13308	+	0	inside	123	ARHGAP33
chr19	36347520	36347594	75	*	X13923	84063	36347810	36358048	10239	+	215	upstream	215	KIRREL2
chr19	36348087	36348221	135	*	X13924	84063	36347810	36358048	10239	+	0	inside	276	KIRREL2
chr19	36359262	36359396	135	*	X13925	333	36359138	36370699	11562	+	0	inside	123	APLP1
chr19	36359412	36359591	180	*	X13926	333	36359138	36370699	11562	+	0	inside	273	APLP1
chr19	36392090	36392225	136	*	X13933	84807	36379143	36391552	12410	-	537	upstream	537	NFKBID
chr19	36392090	36392225	136	*	X13933	10870	36393382	36395173	1792	+	1156	upstream	1156	HCST
chr19	36427264	36427578	315	*	X13935	79414	36428022	36436097	8076	+	443	upstream	443	LRFN3
chr19	36500460	36500763	304	*	X13937	163183	36494002	36500273	6272	-	186	upstream	186	SYNE4
chr19	36504662	36504871	210	*	X13938	84964	36500022	36505141	5120	-	0	inside	269	ALKBH6
chr19	36504932	36505141	210	*	X13939	84964	36500022	36505141	5120	-	0	inside	0	ALKBH6
chr19	36544908	36544997	90	*	X13940	284403	36545783	36596012	50230	+	785	upstream	785	WDR62
chr19	36545921	36546010	90	*	X13941	284403	36545783	36596012	50230	+	0	inside	137	WDR62
chr19	36545921	36546010	90	*	X13941	199745	36525887	36545664	19778	-	256	upstream	256	THAP8
chr19	36546041	36546205	165	*	X13942	284403	36545783	36596012	50230	+	0	inside	257	WDR62
chr19	36546041	36546205	165	*	X13942	199745	36525887	36545664	19778	-	376	upstream	376	THAP8
chr19	36605484	36605723	240	*	X13943	1155	36605888	36616849	10962	+	164	upstream	164	TBCB
chr19	36606564	36606968	405	*	X13944	5438	36604611	36606206	1596	-	357	upstream	357	POLR2I
chr19	36630938	36631102	165	*	X13946	826	36630918	36641255	10338	+	0	inside	19	CAPNS1
chr19	36870307	36870441	135	*	X13950	57677	36825355	36870105	44751	-	201	upstream	201	ZFP14
chr19	36980533	36980637	105	*	X13951	728752	36980529	36981942	1414	+	0	inside	3	LOC728752
chr19	36980533	36980637	105	*	X13951	84924	36936021	36980463	44443	-	69	upstream	69	ZNF566
chr19	37018833	37018997	165	*	X13952	339324	37001589	37019248	17660	-	0	inside	250	ZNF260
chr19	37020106	37020225	120	*	X13953	339324	37001589	37019248	17660	-	857	upstream	857	ZNF260
chr19	37287737	37287841	105	*	X13956	284408	37288452	37319013	30562	+	610	upstream	610	ZNF790-AS1
chr19	37340719	37340742	24	*	X13959	25850	37341260	37403930	62671	+	517	upstream	517	ZNF345
chr19	37406477	37406611	135	*	X13960	374900	37407231	37488834	81604	+	619	upstream	619	ZNF568
chr19	37701074	37701193	120	*	X13961	92285	37672481	37701451	28971	-	0	inside	257	ZNF585B
chr19	38146427	38146516	90	*	X13965	22835	38123389	38146368	22980	-	58	upstream	58	ZFP30
chr19	38720134	38720268	135	*	X13973	8193	38701649	38720317	18669	-	0	inside	48	DPF1
chr19	38747189	38747353	165	*	X13975	94274	38741877	38747231	5355	-	0	overlapStart	0	PPP1R14A
chr19	38754789	38754938	150	*	X13976	10653	38755098	38783254	28157	+	159	upstream	159	SPINT2
chr19	38806194	38806313	120	*	X13983	90522	38794200	38806606	12407	-	0	inside	292	YIF1B
chr19	38806372	38806506	135	*	X13984	90522	38794200	38806606	12407	-	0	inside	99	YIF1B
chr19	38806597	38806716	120	*	X13985	90522	38794200	38806606	12407	-	0	overlapStart	0	YIF1B
chr19	38806897	38807016	120	*	X13986	90522	38794200	38806606	12407	-	290	upstream	290	YIF1B
chr19	38826516	38826845	330	*	X13987	57828	38826443	38861589	35147	+	0	inside	72	CATSPERG
chr19	38878288	38878377	90	*	X13995	199720	38874992	38878668	3677	-	0	inside	290	GGN
chr19	38878468	38879127	660	*	X13996	199720	38874992	38878668	3677	-	0	overlapStart	0	GGN
chr19	38878468	38879127	660	*	X13996	399473	38880840	38890523	9684	+	1712	upstream	1712	SPRED3
chr19	38879180	38879322	143	*	X13997	199720	38874992	38878668	3677	-	511	upstream	511	GGN
chr19	38879180	38879322	143	*	X13997	399473	38880840	38890523	9684	+	1517	upstream	1517	SPRED3
chr19	38880080	38880229	150	*	X13998	199720	38874992	38878668	3677	-	1411	upstream	1411	GGN
chr19	38880080	38880229	150	*	X13998	399473	38880840	38890523	9684	+	610	upstream	610	SPRED3
chr19	38893576	38893710	135	*	X13999	147965	38893775	38899728	5954	+	64	upstream	64	FAM98C
chr19	38924280	38924444	165	*	X14002	6261	38924340	39078204	153865	+	0	overlapStart	0	RYR1
chr19	39110044	39110163	120	*	X14010	11184	39078281	39108643	30363	-	1400	upstream	1400	MAP4K1
chr19	39342611	39342865	255	*	X14026	3191	39308091	39342979	34889	-	0	inside	113	HNRNPL
chr19	39390545	39390709	165	*	X14027	4793	39390340	39399534	9195	+	0	inside	204	NFKBIB
chr19	39390545	39390709	165	*	X14027	22933	39369195	39390502	21308	-	42	upstream	42	SIRT2
chr19	39466392	39466705	314	*	X14028	115290	39432042	39466380	34339	-	11	upstream	11	FBXO17
chr19	39522927	39523076	150	*	X14030	126433	39514663	39523198	8536	-	0	inside	121	FBXO27
chr19	39523085	39523294	210	*	X14031	126433	39514663	39523198	8536	-	0	overlapStart	0	FBXO27
chr19	39574795	39574929	135	*	X14032	390928	39574945	39602128	27184	+	15	upstream	15	ACP7
chr19	39575125	39575291	167	*	X14033	390928	39574945	39602128	27184	+	0	inside	179	ACP7
chr19	39616608	39616877	270	*	X14035	10298	39616420	39670046	53627	+	0	inside	187	PAK4
chr19	39831908	39832087	180	*	X14044	55095	39833108	39875537	42430	+	1020	upstream	1020	SAMD4B
chr19	39832688	39832727	40	*	X14045	55095	39833108	39875537	42430	+	380	upstream	380	SAMD4B
chr19	39903660	39903779	120	*	X14051	64857	39903750	39919055	15306	+	0	overlapStart	0	PLEKHG2
chr19	39926820	39927134	315	*	X14054	6217	39923847	39926618	2772	-	201	upstream	201	RPS16
chr19	39927159	39927522	364	*	X14055	6217	39923847	39926618	2772	-	540	upstream	540	RPS16
chr19	39989282	39989536	255	*	X14057	10683	39989557	39999121	9565	+	20	upstream	20	DLL3
chr19	40005654	40005889	236	*	X14059	348303	40005753	40011326	5574	+	0	overlapStart	0	SELENOV
chr19	40324397	40324621	225	*	X14064	9149	40315990	40324841	8852	-	0	inside	219	DYRK1B
chr19	40324742	40324898	157	*	X14065	9149	40315990	40324841	8852	-	0	overlapStart	0	DYRK1B
chr19	40336757	40336891	135	*	X14067	2091	40325093	40337054	11962	-	0	inside	162	FBL
chr19	40336982	40337116	135	*	X14068	2091	40325093	40337054	11962	-	0	overlapStart	0	FBL
chr19	40475998	40476117	120	*	X14069	5704	40476912	40487671	10760	+	794	upstream	794	PSMC4
chr19	40697407	40697526	120	*	X14075	4294	40697651	40721482	23832	+	124	upstream	124	MAP3K10
chr19	40697602	40697751	150	*	X14076	4294	40697651	40721482	23832	+	0	overlapStart	0	MAP3K10
chr19	40724269	40724460	192	*	X14079	148014	40721965	40724306	2342	-	0	overlapStart	0	TTC9B
chr19	40725446	40725565	120	*	X14080	148014	40721965	40724306	2342	-	1139	upstream	1139	TTC9B
chr19	40725934	40726098	165	*	X14081	148014	40721965	40724306	2342	-	1627	upstream	1627	TTC9B
chr19	40790437	40790706	270	*	X14082	693226	40788450	40788548	99	-	1888	upstream	1888	MIR641
chr19	40790977	40791051	75	*	X14084	208	40736224	40791302	55079	-	0	inside	250	AKT2
chr19	40791217	40791261	45	*	X14085	208	40736224	40791302	55079	-	0	inside	40	AKT2
chr19	40791278	40791322	45	*	X14086	208	40736224	40791302	55079	-	0	overlapStart	0	AKT2
chr19	40854129	40854233	105	*	X14087	23646	40854332	40884390	30059	+	98	upstream	98	PLD3
chr19	40854129	40854233	105	*	X14087	126526	40826967	40854434	27468	-	0	inside	200	C19orf47
chr19	40854246	40854305	60	*	X14088	23646	40854332	40884390	30059	+	26	upstream	26	PLD3
chr19	40854246	40854305	60	*	X14088	126526	40826967	40854434	27468	-	0	inside	128	C19orf47
chr19	40949852	40950061	210	*	X14100	29946	40946748	40950282	3535	-	0	inside	220	SERTAD3
chr19	40950662	40950781	120	*	X14101	29946	40946748	40950282	3535	-	379	upstream	379	SERTAD3
chr19	40950827	40950931	105	*	X14102	29946	40946748	40950282	3535	-	544	upstream	544	SERTAD3
chr19	40972972	40973091	120	*	X14103	645	40953691	40971725	18035	-	1246	upstream	1246	BLVRB
chr19	41082270	41082569	300	*	X14117	92799	41082757	41097305	14549	+	187	upstream	187	SHKBP1
chr19	41082900	41083124	225	*	X14118	92799	41082757	41097305	14549	+	0	inside	142	SHKBP1
chr19	41196175	41196369	195	*	X14143	9253	41171812	41196556	24745	-	0	inside	186	NUMBL
chr19	41196505	41196714	210	*	X14144	9253	41171812	41196556	24745	-	0	overlapStart	0	NUMBL
chr19	41197235	41197524	290	*	X14145	9253	41171812	41196556	24745	-	678	upstream	678	NUMBL
chr19	41221465	41221569	105	*	X14149	80271	41223008	41246765	23758	+	1438	upstream	1438	ITPKC
chr19	41221825	41221944	120	*	X14150	80271	41223008	41246765	23758	+	1063	upstream	1063	ITPKC
chr19	41222675	41222809	135	*	X14151	80271	41223008	41246765	23758	+	198	upstream	198	ITPKC
chr19	41222675	41222809	135	*	X14151	79934	41197434	41222790	25357	-	0	overlapStart	0	COQ8B
chr19	41223170	41223274	105	*	X14152	80271	41223008	41246765	23758	+	0	inside	161	ITPKC
chr19	41223170	41223274	105	*	X14152	79934	41197434	41222790	25357	-	379	upstream	379	COQ8B
chr19	41255534	41255758	225	*	X14153	6626	41256759	41271297	14539	+	1000	upstream	1000	SNRPA
chr19	41255894	41255953	60	*	X14154	6626	41256759	41271297	14539	+	805	upstream	805	SNRPA
chr19	41283022	41283096	75	*	X14155	100529264	41284124	41314346	30223	+	1027	upstream	1027	RAB4B-EGLN2
chr19	41283022	41283096	75	*	X14155	53916	41284124	41302849	18726	+	1027	upstream	1027	RAB4B
chr19	41283397	41283516	120	*	X14156	100529264	41284124	41314346	30223	+	607	upstream	607	RAB4B-EGLN2
chr19	41283397	41283516	120	*	X14156	53916	41284124	41302849	18726	+	607	upstream	607	RAB4B
chr19	41283761	41283880	120	*	X14157	100529264	41284124	41314346	30223	+	243	upstream	243	RAB4B-EGLN2
chr19	41283761	41283880	120	*	X14157	53916	41284124	41302849	18726	+	243	upstream	243	RAB4B
chr19	41284357	41284881	525	*	X14158	100529264	41284124	41314346	30223	+	0	inside	232	RAB4B-EGLN2
chr19	41284357	41284881	525	*	X14158	53916	41284124	41302849	18726	+	0	inside	232	RAB4B
chr19	41304764	41304820	57	*	X14159	112398	41305048	41314346	9299	+	227	upstream	227	EGLN2
chr19	41305198	41305602	405	*	X14160	112398	41305048	41314346	9299	+	0	inside	149	EGLN2
chr19	41699368	41699652	285	*	X14170	29785	41699115	41713444	14330	+	0	inside	252	CYP2S1
chr19	41724748	41724882	135	*	X14171	558	41725108	41767671	42564	+	225	upstream	225	AXL
chr19	41725393	41725542	150	*	X14172	558	41725108	41767671	42564	+	0	inside	284	AXL
chr19	41816283	41816387	105	*	X14181	90324	41816094	41830788	14695	+	0	inside	188	CCDC97
chr19	41856669	41856733	65	*	X14182	641649	41856816	41889987	33172	+	82	upstream	82	TMEM91
chr19	41859893	41860087	195	*	X14187	7040	41836812	41859831	23020	-	61	upstream	61	TGFB1
chr19	42007520	42007579	60	*	X14191	100505495	41960074	42006554	46481	-	965	upstream	965	PCAT19
chr19	42007910	42007999	90	*	X14192	100505495	41960074	42006554	46481	-	1355	upstream	1355	PCAT19
chr19	42387134	42387283	150	*	X14197	9138	42387267	42434296	47030	+	0	overlapStart	0	ARHGEF1
chr19	42463296	42463400	105	*	X14211	10567	42460833	42463528	2696	-	0	inside	127	RABAC1
chr19	42463442	42463531	90	*	X14212	10567	42460833	42463528	2696	-	0	overlapStart	0	RABAC1
chr19	42498672	42498921	250	*	X14213	478	42470734	42498428	27695	-	243	upstream	243	ATP1A3
chr19	42637377	42637511	135	*	X14224	5452	42590262	42636625	46364	-	751	upstream	751	POU2F2
chr19	42724593	42724727	135	*	X14231	116115	42724492	42732353	7862	+	0	inside	100	ZNF526
chr19	42724593	42724727	135	*	X14231	162989	42702745	42724304	21560	-	288	upstream	288	DEDD2
chr19	42746349	42746483	135	*	X14232	2931	42734338	42746736	12399	-	0	inside	252	GSK3A
chr19	42748400	42748489	90	*	X14233	2931	42734338	42746736	12399	-	1663	upstream	1663	GSK3A
chr19	42758964	42759098	135	*	X14242	2077	42751717	42759309	7593	-	0	inside	210	ERF
chr19	42759460	42759579	120	*	X14243	2077	42751717	42759309	7593	-	150	upstream	150	ERF
chr19	42759670	42759954	285	*	X14244	2077	42751717	42759309	7593	-	360	upstream	360	ERF
chr19	42760375	42760509	135	*	X14245	2077	42751717	42759309	7593	-	1065	upstream	1065	ERF
chr19	42787267	42787383	117	*	X14256	23152	42788817	42799949	11133	+	1433	upstream	1433	CIC
chr19	42788164	42788313	150	*	X14257	23152	42788817	42799949	11133	+	503	upstream	503	CIC
chr19	42788329	42788478	150	*	X14258	23152	42788817	42799949	11133	+	338	upstream	338	CIC
chr19	42788674	42788808	135	*	X14259	23152	42788817	42799949	11133	+	8	upstream	8	CIC
chr19	42806154	42806258	105	*	X14261	284338	42806284	42814973	8690	+	25	upstream	25	PRR19
chr19	42806944	42807168	225	*	X14262	5050	42801185	42806952	5768	-	0	overlapStart	0	PAFAH1B3
chr19	42817300	42817419	120	*	X14263	284339	42817477	42829214	11738	+	57	upstream	57	TMEM145
chr19	42828596	42828910	315	*	X14266	1954	42829761	42882921	53161	+	850	upstream	850	MEGF8
chr19	42829610	42829735	126	*	X14267	1954	42829761	42882921	53161	+	25	upstream	25	MEGF8
chr19	42829826	42829930	105	*	X14268	1954	42829761	42882921	53161	+	0	inside	64	MEGF8
chr19	44008442	44008696	255	*	X14277	653583	43979255	44008985	29731	-	0	inside	288	PHLDB3
chr19	44008952	44009116	165	*	X14278	653583	43979255	44008985	29731	-	0	overlapStart	0	PHLDB3
chr19	44079672	44079761	90	*	X14283	390940	44080952	44088114	7163	+	1190	upstream	1190	PINLYP
chr19	44079672	44079761	90	*	X14283	7515	44047464	44079730	32267	-	0	overlapStart	0	XRCC1
chr19	44143504	44143854	351	*	X14285	199731	44126522	44143991	17470	-	0	inside	136	CADM4
chr19	44144149	44144358	210	*	X14286	199731	44126522	44143991	17470	-	157	upstream	157	CADM4
chr19	44144377	44144541	165	*	X14287	199731	44126522	44143991	17470	-	385	upstream	385	CADM4
chr19	44144617	44144736	120	*	X14288	199731	44126522	44143991	17470	-	625	upstream	625	CADM4
chr19	44259318	44259452	135	*	X14293	56006	44235301	44259142	23842	-	175	upstream	175	SMG9
chr19	44259573	44259692	120	*	X14294	56006	44235301	44259142	23842	-	430	upstream	430	SMG9
chr19	44285161	44285310	150	*	X14298	3783	44270685	44285409	14725	-	0	inside	98	KCNN4
chr19	44324505	44324654	150	*	X14301	284348	44300079	44324808	24730	-	0	inside	153	LYPD5
chr19	44331665	44331799	135	*	X14302	284349	44331473	44353050	21578	+	0	inside	191	ZNF283
chr19	44488490	44488699	210	*	X14304	7711	44488322	44502477	14156	+	0	inside	167	ZNF155
chr19	44507265	44507369	105	*	X14305	7773	44507077	44518072	10996	+	0	inside	187	ZNF230
chr19	44556402	44556521	120	*	X14306	7766	44556164	44572142	15979	+	0	inside	237	ZNF223
chr19	44808951	44809025	75	*	X14309	9310	44732357	44809178	76822	-	0	inside	152	ZNF235
chr19	44906055	44906159	105	*	X14310	26974	44889808	44905777	15970	-	277	upstream	277	ZNF285
chr19	44906055	44906159	105	*	X14310	7771	44830706	44905777	75072	-	277	upstream	277	ZNF112
chr19	45004677	45004826	150	*	X14311	7733	44979859	45004574	24716	-	102	upstream	102	ZNF180
chr19	45146552	45146641	90	*	X14312	5817	45147098	45169428	22331	+	456	upstream	456	PVR
chr19	45147137	45147286	150	*	X14313	5817	45147098	45169428	22331	+	0	inside	38	PVR
chr19	45250539	45250764	226	*	X14320	602	45251978	45263301	11324	+	1213	upstream	1213	BCL3
chr19	45311592	45311681	90	*	X14321	4059	45312316	45324678	12363	+	634	upstream	634	BCAM
chr19	45311892	45311906	15	*	X14322	4059	45312316	45324678	12363	+	409	upstream	409	BCAM
chr19	45312266	45312370	105	*	X14323	4059	45312316	45324678	12363	+	0	overlapStart	0	BCAM
chr19	45347738	45347857	120	*	X14325	5819	45349393	45392485	43093	+	1535	upstream	1535	NECTIN2
chr19	45348683	45348787	105	*	X14326	5819	45349393	45392485	43093	+	605	upstream	605	NECTIN2
chr19	45349191	45349730	540	*	X14327	5819	45349393	45392485	43093	+	0	overlapStart	0	NECTIN2
chr19	45393759	45394013	255	*	X14332	10452	45394477	45406946	12470	+	463	upstream	463	TOMM40
chr19	45394404	45394696	293	*	X14333	10452	45394477	45406946	12470	+	0	overlapStart	0	TOMM40
chr19	45409217	45409396	180	*	X14334	348	45409039	45412650	3612	+	0	inside	177	APOE
chr19	45430128	45430247	120	*	X14337	342	45430060	45434643	4584	+	0	inside	67	APOC1P1
chr19	45542383	45542847	465	*	X14341	11129	45542298	45574214	31917	+	0	inside	84	CLASRP
chr19	45579649	45579753	105	*	X14345	162979	45574758	45579688	4931	-	0	overlapStart	0	ZNF296
chr19	45582184	45582288	105	*	X14346	79760	45582518	45594782	12265	+	229	upstream	229	GEMIN7
chr19	45594388	45594477	90	*	X14348	284352	45596431	45650543	54113	+	1953	upstream	1953	PPP1R37
chr19	45595453	45595542	90	*	X14349	284352	45596431	45650543	54113	+	888	upstream	888	PPP1R37
chr19	45681920	45681990	71	*	X14351	388552	45682003	45685058	3056	+	12	upstream	12	BLOC1S3
chr19	45681920	45681990	71	*	X14351	79090	45666186	45681501	15316	-	418	upstream	418	TRAPPC6A
chr19	45753799	45753963	165	*	X14353	57787	45754516	45808541	54026	+	552	upstream	552	MARK4
chr19	45754339	45755298	960	*	X14354	57787	45754516	45808541	54026	+	0	overlapStart	0	MARK4
chr19	45844132	45844236	105	*	X14356	147700	45843998	45854778	10781	+	0	inside	133	KLC3
chr19	45873558	45873797	240	*	X14358	2068	45854649	45873845	19197	-	0	inside	47	ERCC2
chr19	45907459	45907563	105	*	X14361	10849	45909467	45914024	4558	+	1903	upstream	1903	POLR1G
chr19	45907639	45907848	210	*	X14362	10849	45909467	45914024	4558	+	1618	upstream	1618	POLR1G
chr19	45908524	45908643	120	*	X14363	10849	45909467	45914024	4558	+	823	upstream	823	POLR1G
chr19	45971164	45971313	150	*	X14371	2354	45971253	45978437	7185	+	0	overlapStart	0	FOSB
chr19	45999689	45999853	165	*	X14375	147699	46001731	46005764	4034	+	1877	upstream	1877	PPM1N
chr19	46000331	46000735	405	*	X14376	147699	46001731	46005764	4034	+	995	upstream	995	PPM1N
chr19	46000331	46000735	405	*	X14376	6253	45988546	46000313	11768	-	17	upstream	17	RTN2
chr19	46000781	46000924	144	*	X14377	147699	46001731	46005764	4034	+	806	upstream	806	PPM1N
chr19	46000781	46000924	144	*	X14377	6253	45988546	46000313	11768	-	467	upstream	467	RTN2
chr19	46009866	46010000	135	*	X14378	7408	46010688	46030240	19553	+	687	upstream	687	VASP
chr19	46010039	46010158	120	*	X14379	7408	46010688	46030240	19553	+	529	upstream	529	VASP
chr19	46010177	46010296	120	*	X14380	7408	46010688	46030240	19553	+	391	upstream	391	VASP
chr19	46010973	46011107	135	*	X14381	7408	46010688	46030240	19553	+	0	inside	284	VASP
chr19	46105357	46105587	231	*	X14385	2828	46093023	46105466	12444	-	0	overlapStart	0	GPR4
chr19	46105357	46105587	231	*	X14385	80207	46031025	46105466	74442	-	0	overlapStart	0	OPA3
chr19	46144290	46144379	90	*	X14387	442902	46142252	46142345	94	-	1944	upstream	1944	MIR330
chr19	46144290	46144379	90	*	X14387	100287177	46144905	46146092	1188	+	525	upstream	525	EML2-AS1
chr19	46148647	46148669	23	*	X14389	24139	46112658	46148775	36118	-	0	inside	105	EML2
chr19	46148745	46148894	150	*	X14390	24139	46112658	46148775	36118	-	0	overlapStart	0	EML2
chr19	46149015	46149239	225	*	X14391	24139	46112658	46148775	36118	-	239	upstream	239	EML2
chr19	46171232	46171607	376	*	X14392	2696	46171502	46185717	14216	+	0	overlapStart	0	GIPR
chr19	46194967	46195086	120	*	X14396	54814	46195741	46207248	11508	+	654	upstream	654	QPCTL
chr19	46233522	46234061	540	*	X14401	23403	46213887	46234151	20265	-	0	inside	89	FBXO46
chr19	46272986	46273105	120	*	X14404	147912	46268043	46272497	4455	-	488	upstream	488	SIX5
chr19	46285599	46285853	255	*	X14409	1760	46272976	46285815	12840	-	0	overlapStart	0	DMPK
chr19	46286544	46286582	39	*	X14410	1760	46272976	46285815	12840	-	728	upstream	728	DMPK
chr19	46365557	46365586	30	*	X14411	3171	46367518	46377055	9538	+	1931	upstream	1931	FOXA3
chr19	46366131	46366265	135	*	X14412	3171	46367518	46377055	9538	+	1252	upstream	1252	FOXA3
chr19	46366131	46366265	135	*	X14412	8189	46318700	46366548	47849	-	0	inside	282	SYMPK
chr19	46367672	46367896	225	*	X14413	3171	46367518	46377055	9538	+	0	inside	153	FOXA3
chr19	46367672	46367896	225	*	X14413	8189	46318700	46366548	47849	-	1123	upstream	1123	SYMPK
chr19	46389074	46389223	150	*	X14418	26145	46386866	46389376	2511	-	0	inside	152	IRF2BP1
chr19	46389632	46389736	105	*	X14419	26145	46386866	46389376	2511	-	255	upstream	255	IRF2BP1
chr19	46389827	46389961	135	*	X14420	26145	46386866	46389376	2511	-	450	upstream	450	IRF2BP1
chr19	46405390	46405599	210	*	X14422	339344	46393281	46405862	12582	-	0	inside	262	MYPOP
chr19	46405690	46405939	250	*	X14423	339344	46393281	46405862	12582	-	0	overlapStart	0	MYPOP
chr19	46476582	46476806	225	*	X14426	4858	46442771	46476657	33887	-	0	overlapStart	0	NOVA2
chr19	46477062	46477350	289	*	X14427	4858	46442771	46476657	33887	-	404	upstream	404	NOVA2
